['media_451348_frame_779.jpeg', '0.321216617210683', '0.397891963109354', '0.0652818991097923', '0.100131752305666', 'Poecilosclerida']
['media_450478_frame_3206.jpeg', '0.553933127121591', '0.467181488500886', '0.0325704636000147', '0.116471758531433', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.614044131571604', '0.483229703417414', '0.0369835605342837', '0.145687068187323', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.715332049460884', '0.47437572244726', '0.0322992156823258', '0.123926481527874', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.609406195591788', '0.799737280658759', '0.0716822553302071', '0.155114204489756', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.776510494348857', '0.611256993686167', '0.0381793289867066', '0.170494831661384', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.789344797500178', '0.729406920890109', '0.0328146054669716', '0.201476834152062', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.290576526054765', '0.640003921184198', '0.0406565242663576', '0.0952362695015376', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.250455081034651', '0.591279286344476', '0.0534832286591516', '0.133370511968689', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.651718793596324', '0.535824213991501', '0.0268499726098829', '0.0701669106144816', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.449552891118317', '0.526180204921543', '0.0147136648666487', '0.0679696237485257', 'narella sp.']
['media_450478_frame_3206.jpeg', '0.0135203785493996', '0.657425839645754', '0.0689691815842307', '0.116589471294336', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.510841833978701', '0.774257425742574', '0.0204535468154247', '0.110927759442611', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.1538232413075', '0.346160507139823', '0.0567327383676267', '0.15124819900857', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.235402219813724', '0.397099569570696', '0.0301378233570563', '0.111361931672021', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.37318403521122', '0.509139989654448', '0.0257360868860871', '0.112005304742979', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.280817038111975', '0.710198722330673', '0.0533578475624242', '0.104158914562157', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.3028783875038', '0.749594823656978', '0.0440632464228882', '0.0581311361792578', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.0195417324938864', '0.744713263405548', '0.0294941869296783', '0.0865473981544347', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.212826527101077', '0.669090987794844', '0.0338671665522354', '0.0867188441509473', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.248187757328109', '0.662787611582635', '0.0176560587036364', '0.0804957192562551', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.512359152602772', '0.566668419920772', '0.0290870675027223', '0.102397033363952', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.507085986691724', '0.512301800090472', '0.0574274262787023', '0.107026075269793', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.682826841993019', '0.426243205415457', '0.0291219634536042', '0.11337687271508', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.706090809247645', '0.371088663558631', '0.0374847134603299', '0.0826880393393208', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.772160476250785', '0.47194268295397', '0.0570102904214006', '0.0802038962834677', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.764716006729305', '0.545219431420896', '0.0226726747535716', '0.0614542702818748', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.678484234772155', '0.635042542444869', '0.0230190493771405', '0.0773695656602697', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.509635975991356', '0.325414720530237', '0.0229679978934428', '0.0742397642771244', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.529487894715304', '0.295473683522246', '0.0285044989893877', '0.0898121676624941', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.537552736696908', '0.239531219638894', '0.0381390125393663', '0.0993328921496844', 'narella sp.']
['media_450478_frame_4015.jpeg', '0.622421593270867', '0.318555733461135', '0.036904408231314', '0.0795489195967635', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.638084632516704', '0.578217821782178', '0.0961920787636633', '0.296782178217822', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.760208202608948', '0.693069306930693', '0.150729297391052', '0.285876298438424', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.236607909414305', '0.695733098062282', '0.0592176145606547', '0.116904857091259', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.25299268677156', '0.633645357935133', '0.0512673248669574', '0.0987282991836648', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.352616973910306', '0.501787987379596', '0.0730500322780724', '0.106715681469137', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.33058225209283', '0.352081894658113', '0.0402182393223496', '0.120797507143454', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.37724744720595', '0.380933967984257', '0.0423632474386288', '0.0732655658305105', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.448517927015078', '0.390921224135615', '0.030022159333287', '0.141111092957481', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.437467202259455', '0.217418335892995', '0.0325905126855356', '0.111940496029801', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.46886015169919', '0.191895347950637', '0.0220311865754221', '0.0757161425713529', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.617340317968206', '0.388311385594005', '0.0398231760228124', '0.0941185867761694', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.490964565125092', '0.367224126196563', '0.0165137028427149', '0.0805282730074211', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.667058534969238', '0.474161211500688', '0.0748494086090844', '0.173214143318745', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.795095262424294', '0.582039783530058', '0.0435972023121578', '0.112490904106607', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.834148888150356', '0.381056250839605', '0.0396863007458626', '0.075838416181797', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.203890357686718', '0.449944422996266', '0.0451874541172911', '0.084929205547373', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.23334805532752', '0.33018855301983', '0.051075084056296', '0.11479522234096', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.618236012904202', '0.217451448115109', '0.034391176496727', '0.122951110659287', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.68319542169103', '0.33090437756647', '0.0178240282889635', '0.0993880343907755', 'narella sp.']
['media_450478_frame_5274.jpeg', '0.413782463049952', '0.203269831933688', '0.0158607805454834', '0.0708205400664745', 'narella sp.']
['media_450484_frame_3935.jpeg', '0.855825235009375', '0.905390518883204', '0.0430219570205091', '0.0580400866452614', 'Animalia ']
['media_450484_frame_2577.jpeg', '0.413891207136869', '0.545594513246704', '0.0206847602907476', '0.128892237897546', 'Parazoanthidae']
['media_450484_frame_2157.jpeg', '0.38641425389755', '0.730693069306931', '0.0573335100954359', '0.166529152915291', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.403000233133764', '0.867150279384374', '0.0539983922838304', '0.120748510494614', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.217488023992937', '0.597962926655702', '0.0345488628099124', '0.212967642481459', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.119126249284418', '0.58726051352385', '0.0442524236068397', '0.128059625918893', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.316290045559429', '0.513607909264524', '0.0288921291022397', '0.101386643637778', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.74096783782335', '0.481840680477411', '0.0253361063464097', '0.143289605691714', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.634750532259446', '0.312841789580193', '0.0337779549263269', '0.0848324878784175', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.658575204161477', '0.333239662700838', '0.0377438883045475', '0.0888516243599668', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.686066652963212', '0.374851323866955', '0.0395167890024727', '0.0735645516712165', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.741434046354118', '0.432781283529588', '0.0599419554668007', '0.091556231240408', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.411402071469966', '0.351268303397997', '0.0399952303320707', '0.166061442693897', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.827030209113546', '0.422415929864591', '0.0640976958034377', '0.0936478442261168', 'narella sp.']
['media_450484_frame_2157.jpeg', '0.85413741514799', '0.77072273233924', '0.0464488788057804', '0.130429199983621', 'narella sp.']
['media_450484_frame_2727.jpeg', '0.364142538975501', '0.633663366336634', '0.0389824610244988', '0.122818115144848', 'narella sp.']
['media_450484_frame_2727.jpeg', '0.318359263264236', '0.738253112439957', '0.0924898313673523', '0.191809227127333', 'narella sp.']
['media_450484_frame_2727.jpeg', '0.268201209237588', '0.364069317822871', '0.0238082615567762', '0.12880690709335', 'narella sp.']
['media_450484_frame_2727.jpeg', '0.309492097077995', '0.491437222930214', '0.038372920765367', '0.109623820467855', 'narella sp.']
['media_450484_frame_2727.jpeg', '0.490985107562487', '0.385107959640849', '0.0237608711255118', '0.153150925653621', 'narella sp.']
['media_450484_frame_2727.jpeg', '0.508003702539987', '0.624328515359787', '0.0392382897862679', '0.195136242997237', 'narella sp.']
['media_450484_frame_2727.jpeg', '0.751200235861925', '0.48337123811391', '0.0506455615118683', '0.0797726439310598', 'narella sp.']
['media_450484_frame_2727.jpeg', '0.8075168523151', '0.539723447592284', '0.0570556109907034', '0.141440236432884', 'narella sp.']
['media_450484_frame_3236.jpeg', '0.282850779510022', '0.689017235056839', '0.0431908871566444', '0.110982764943161', 'narella sp.']
['media_450484_frame_3236.jpeg', '0.535953876716881', '0.719640685190631', '0.029968717473913', '0.148858844546293', 'narella sp.']
['media_450484_frame_3236.jpeg', '0.0066815144766147', '0.564356435643564', '0.044360152190052', '0.176384305097176', 'narella sp.']
['media_450484_frame_3236.jpeg', '0.848552338530067', '0.65940594059406', '0.0566559948032664', '0.166519985331866', 'narella sp.']
['media_450484_frame_3476.jpeg', '0.665924276169265', '0.40531082108333', '0.0903257238307348', '0.208578067805559', 'narella sp.']
['media_450484_frame_3476.jpeg', '0.26837416481069', '0.487128712871287', '0.0410008351893095', '0.132315731573157', 'narella sp.']
['media_450484_frame_3476.jpeg', '0.71380846325167', '0.522772277227723', '0.173542946267215', '0.245746241290796', 'narella sp.']
['media_450484_frame_3476.jpeg', '0.320412186385484', '0.623738413445305', '0.0700677296799235', '0.121376622749673', 'narella sp.']
['media_450484_frame_3476.jpeg', '0.655646075967329', '0.37603996434358', '0.0486385245630214', '0.0841947231026733', 'narella sp.']
['media_450484_frame_3476.jpeg', '0.581929228808006', '0.21739938081328', '0.0435485517829729', '0.169070553614462', 'narella sp.']
['media_450484_frame_3476.jpeg', '0.280723698465873', '0.312315391024496', '0.0385015041856647', '0.133948388421534', 'narella sp.']
['media_450484_frame_3421.jpeg', '0.88641425389755', '0.388118811881188', '0.0802524127691164', '0.16002933626696', 'narella sp.']
['media_450484_frame_3476.jpeg', '0.0835189309576838', '0.465346534653465', '0.0477310690423162', '0.180023835716905', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.699331848552339', '0.532673267326733', '0.0533521942979263', '0.142326732673267', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.337849731648157', '0.496002298249627', '0.0498436233768992', '0.184740683455951', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.23844645674365', '0.508456066583617', '0.0418578651430455', '0.150027072021773', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.02255192496565', '0.603991896790828', '0.0584173622524736', '0.183400822396443', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.798250783266088', '0.578958003710468', '0.0795825925672026', '0.230461440327201', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.609984356476406', '0.582529187171865', '0.0317032805468397', '0.0747119338202002', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.576156469027931', '0.43724767882301', '0.0326470896615173', '0.0911372425058787', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.84213652524045', '0.508735405153399', '0.0902339551674005', '0.129096413797351', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.521054875400156', '0.294026673936187', '0.0504350586639885', '0.100244027237035', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.546259968008824', '0.350525038294075', '0.0370185979108331', '0.0771727941725232', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.208273659976885', '0.119914895780007', '0.0458023792248132', '0.120005643341806', 'narella sp.']
['media_450484_frame_4075.jpeg', '0.117402668203531', '0.250207042156361', '0.0324370472231118', '0.0668115578517881', 'narella sp.']
['media_450484_frame_3998.jpeg', '0.880781841359914', '0.381190297247547', '0.0668726686623578', '0.119330574284051', 'narella sp.']
['media_450484_frame_3998.jpeg', '0.909212736419958', '0.413745275517651', '0.0665110943150083', '0.164156468360441', 'narella sp.']
['media_450484_frame_3998.jpeg', '0.919710219691371', '0.46664711520657', '0.0802897803086293', '0.180389998226995', 'narella sp.']
['media_450484_frame_5334.jpeg', '0.483223398259433', '0.711624350553867', '0.0573850012655528', '0.0874552240702618', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.583688288789903', '0.617629262926293', '0.0803278118040088', '0.14041070773744', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.0710721042637024', '0.41600039211842', '0.0432209754098778', '0.106947817826031', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.0582139345268664', '0.468008806258942', '0.0510492118501551', '0.108468655201909', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.213744022072063', '0.367907249470822', '0.0422299050866692', '0.122723921670984', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.240226426724093', '0.297854417195173', '0.0459718912305884', '0.107264726931072', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.357133124553606', '0.245144084273053', '0.0339366890946502', '0.115745199474109', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.421462051365086', '0.235603552662136', '0.0397430577302586', '0.139441936554003', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.492334137071125', '0.416082329286284', '0.0442795085173912', '0.203257084807307', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.654218203467603', '0.276139769726576', '0.0426433583288497', '0.0919822087024739', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.719620955221066', '0.272562070372482', '0.0453789264673915', '0.156342149089313', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.709058073455323', '0.569639051363882', '0.0374366060794451', '0.106687616796761', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.889369017680137', '0.656604290792116', '0.0508345597140721', '0.10782998442553', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.887647134686832', '0.464277180758658', '0.056381803076098', '0.099742973586871', 'narella sp.']
['media_450484_frame_3776.jpeg', '0.494135329499854', '0.337582426559488', '0.0345934161888682', '0.142586868147761', 'narella sp.']
['media_450484_frame_5334.jpeg', '0.256111487697234', '0.415348168480214', '0.0388720387011284', '0.089707796221194', 'narella sp.']
['media_450484_frame_5334.jpeg', '0.178160929244309', '0.5669924007894', '0.0398951220108681', '0.0909874943841407', 'narella sp.']
['media_450484_frame_5334.jpeg', '0.0802623436887714', '0.724767724297182', '0.0370444716589922', '0.0619364360879921', 'narella sp.']
['media_450484_frame_7340.jpeg', '0.390591378514988', '0.384483002755721', '0.0551263332983012', '0.115639231689946', 'narella sp.']
['media_450484_frame_7340.jpeg', '0.44313098645344', '0.327930812883269', '0.0789464599552457', '0.104280000790691', 'narella sp.']
['media_450484_frame_7340.jpeg', '0.503052192201428', '0.363918570074829', '0.0659377507273029', '0.0851198522859253', 'narella sp.']
['media_450484_frame_7340.jpeg', '0.489298086331934', '0.0179938785957804', '0.0563986638521138', '0.126242767291031', 'narella sp.']
['media_450484_frame_7340.jpeg', '0.532719249917432', '0.0681196832554543', '0.0438463291456061', '0.127200774716269', 'narella sp.']
['media_450484_frame_7340.jpeg', '0.670364338483461', '0.248058469213258', '0.0534374309563403', '0.104119341160372', 'narella sp.']
['media_450484_frame_7340.jpeg', '0.617390518909153', '0.141380474681131', '0.0542185595970919', '0.110432669596259', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.65356380250638', '0.497029702970297', '0.0914258487704797', '0.289818397887643', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.519323797376997', '0.600878835408293', '0.0475301839337087', '0.175604937969044', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.556990361707483', '0.42757082638957', '0.0553409317436275', '0.241392549114647', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.334779650803952', '0.480075972943829', '0.032016579680913', '0.225434661452944', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.351689971189267', '0.794975492598765', '0.0528392465425273', '0.155236736957524', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.385512079869654', '0.660180374473091', '0.0481819358652261', '0.178803857283418', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.294126276965392', '0.313864653792112', '0.0619555827804372', '0.203382626491472', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.520672458376943', '0.349991830866255', '0.061042455817989', '0.200337183516665', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.76243343102107', '0.342465335642475', '0.0572653758133695', '0.186747678251507', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.791066287803632', '0.53062771623697', '0.0548383165403629', '0.130912234054355', 'narella sp.']
['media_447315_frame_1348.jpeg', '0.653736496950447', '0.367939706784237', '0.035592426164722', '0.240319026193429', 'narella sp.']
['media_447315_frame_1472.jpeg', '0.759231161841128', '0.734653465346535', '0.0839980048255383', '0.265346534653465', 'narella sp.']
['media_447315_frame_1708.jpeg', '0.17260579064588', '0.538613861386139', '0.0982275426874536', '0.278978731206454', 'narella sp.']
['media_447315_frame_1708.jpeg', '0.119449556301804', '0.302661757924967', '0.0425233464450408', '0.0942374088435613', 'narella sp.']
['media_447315_frame_1708.jpeg', '0.210226387765934', '0.368596197903619', '0.0522059850996936', '0.124082918001799', 'narella sp.']
['media_447315_frame_1708.jpeg', '0.858742415402205', '0.302995638909631', '0.0796545848400223', '0.237262233244165', 'narella sp.']
['media_447315_frame_1708.jpeg', '0.788379947168747', '0.22826994026716', '0.0346604139591735', '0.0924058966219321', 'narella sp.']
['media_447315_frame_1708.jpeg', '0.26417120533463', '0.303474604886231', '0.0309434011984068', '0.0764981300415825', 'narella sp.']
['media_447315_frame_1708.jpeg', '0.42461847080785', '0.154415144484745', '0.0457412115882155', '0.14988428237152', 'narella sp.']
['media_447315_frame_1978.jpeg', '0.131393838158872', '0.677250759729438', '0.0696142343915859', '0.293119610640932', 'narella sp.']
['media_447315_frame_1978.jpeg', '0.377505567928731', '0.314851485148515', '0.0256194320712694', '0.112926292629263', 'narella sp.']
['media_447315_frame_1978.jpeg', '0.531647040441268', '0.403050681305754', '0.0281919789942836', '0.145662189981374', 'narella sp.']
['media_447315_frame_1978.jpeg', '0.534176975808652', '0.329680096722544', '0.0184145035204128', '0.0807935617544153', 'narella sp.']
['media_447315_frame_1978.jpeg', '0.683480057375087', '0.649331764859654', '0.0723907404672859', '0.335532554905656', 'narella sp.']
['media_447315_frame_1978.jpeg', '0.663115717107407', '0.138109335686044', '0.0360229195611396', '0.182262562614897', 'narella sp.']
['media_447315_frame_1978.jpeg', '0.829076512439795', '0.0981871058392968', '0.0761737844463274', '0.165173730244312', 'narella sp.']
['media_447315_frame_2277.jpeg', '0.170039504499447', '0.586138613861386', '0.0393354955005537', '0.137009534286762', 'narella sp.']
['media_447315_frame_2277.jpeg', '0.101346742761693', '0.358415841584158', '0.0530532552574196', '0.244105243857719', 'narella sp.']
['media_447315_frame_2277.jpeg', '0.210473174529019', '0.324752475247525', '0.0536098408218771', '0.130803080308031', 'narella sp.']
['media_447315_frame_2277.jpeg', '0.220249400077445', '0.479130815515545', '0.0565499777444535', '0.130918214667085', 'narella sp.']
['media_447315_frame_2277.jpeg', '0.233924943845351', '0.592371118299949', '0.0333870491444718', '0.0797390556804122', 'narella sp.']
['media_447315_frame_2277.jpeg', '0.322002745921459', '0.586672330599397', '0.0420004196296881', '0.110308478592634', 'narella sp.']
['media_447315_frame_2277.jpeg', '0.30422488810406', '0.452750819636419', '0.0249499709577437', '0.096782652229286', 'narella sp.']
['media_447315_frame_2277.jpeg', '0.505909717451385', '0.185424522650285', '0.0163940493104004', '0.103211748384226', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.120896778579141', '0.532381629252034', '0.052509657985138', '0.162760315497996', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.275775577956789', '0.46544636146783', '0.0383109591105363', '0.093120592449784', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.205419050190723', '0.416766166715682', '0.0444007533657912', '0.0884511814080198', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.372102636106302', '0.535424141424043', '0.0424800162228487', '0.159717803325987', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.0689399533815143', '0.246174199515661', '0.0288956581143252', '0.0894230950185228', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.144962778685787', '0.310066955127856', '0.0255317858171207', '0.10804439636758', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.219096838143991', '0.54738290454458', '0.0571838615880527', '0.17375420786028', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.335707962628409', '0.679014965853021', '0.103817687073936', '0.17374012215578', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.330513856551719', '0.389976309512139', '0.0405489498916856', '0.095733490634542', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.268554466942968', '0.727695160605169', '0.0594828437663147', '0.126482583558136', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.277998296173312', '0.634898539358886', '0.0444897811309314', '0.170197567474019', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.531111610458561', '0.765712477050785', '0.0335364148220491', '0.0912964937170284', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.441867424231807', '0.736808611416697', '0.0669144487580477', '0.112375750501343', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.441395232770289', '0.650097014514433', '0.0622987772217169', '0.16707758392726', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.584941437071525', '0.665309575374479', '0.0411022992606511', '0.11131932266384', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.608551010147386', '0.72463856272866', '0.0481905817105726', '0.10178330071731', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.484341256525553', '0.597866134421391', '0.0361730925363607', '0.0945847415153753', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.509602079987386', '0.571847634703563', '0.0406504000660215', '0.0773461470521231', 'narella sp.']
['media_447315_frame_2667.jpeg', '0.75886861095227', '0.76348691304774', '0.0642731786877319', '0.11546737126958', 'narella sp.']
['media_447315_frame_2526.jpeg', '0.467706013363029', '0.81980198019802', '0.0684721967641219', '0.18019801980198', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.11358574610245', '0.510891089108911', '0.0770392538975501', '0.174294096076274', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.139026948651048', '0.179591615927269', '0.0597044166708089', '0.137046037876004', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.202054243282523', '0.186588388211758', '0.0512921253839577', '0.0910357816126314', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.312434457383489', '0.237224288374321', '0.0465294523933137', '0.0966850273830708', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.35029973876932', '0.602583334241015', '0.0229853174050493', '0.093808576555003', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.523184055811829', '0.554163800410111', '0.0405916338656537', '0.0811366445286504', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.00146575103794128', '0.564800763904773', '0.0371532262224831', '0.173468124712483', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.716895779009084', '0.633369132292767', '0.0631245024260051', '0.0977021507614641', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.674388998908787', '0.827879401801566', '0.0357057970725161', '0.092292609226697', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.777205842232925', '0.559313480455734', '0.0502655907160661', '0.0947673934976923', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.739584898925766', '0.549420821864609', '0.0424121170124301', '0.0797955965074566', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.0889045865768783', '0.340952611762826', '0.0196081783347308', '0.0629171015973985', 'narella sp.']
['media_447315_frame_3506.jpeg', '0.433101306372135', '0.455946348760289', '0.0285220612746591', '0.0755736365715779', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.385300668151448', '0.643564356435644', '0.061053498515219', '0.161991199119912', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.237193763919822', '0.544554455445545', '0.0581187360801782', '0.128593692702604', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.0155902004454343', '0.544554455445545', '0.126076466221232', '0.269334433443344', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.341870824053452', '0.413861386138614', '0.0633375092798812', '0.148175650898423', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.719376391982183', '0.633663366336634', '0.0681236080178172', '0.221892189218922', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.808608088346536', '0.587735770276698', '0.0903373927138064', '0.191361630204091', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.799435456669362', '0.434355745805604', '0.0767594077863732', '0.136333622513944', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.903120649898248', '0.486509966544876', '0.0539789685472093', '0.10640948048478', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.641793594618826', '0.206154153369132', '0.0444487005422956', '0.141976966841654', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.743417691380499', '0.323668413045925', '0.050613967514267', '0.126902965079542', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.726882245127752', '0.23972965613393', '0.0453981968700901', '0.078964608354247', 'narella sp.']
['media_447315_frame_5994.jpeg', '0.115519511105269', '0.237196353298696', '0.0562211360311143', '0.0821007986387198', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.405525564002737', '0.718608614986911', '0.0424276169265034', '0.10247414015329', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.353500948862688', '0.840548965787668', '0.0526541498520489', '0.0678980455801356', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.26209008136073', '0.872020136007', '0.0622738384936052', '0.0902665679109164', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.298837523005726', '0.710408783452603', '0.0464205569571827', '0.0916832590849844', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.427543845461257', '0.59564191183684', '0.0430696747670666', '0.0901984271169925', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.457813704482819', '0.604671309466666', '0.0389992630492605', '0.0645822888014245', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.444206402555562', '0.565973891053125', '0.0345435919906986', '0.0749314594975148', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.510690277181692', '0.823219160233814', '0.0361505909718002', '0.0598884352716339', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.538508683540157', '0.553627145286151', '0.0518066897506969', '0.0748508398758199', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.593829460372668', '0.562656542915977', '0.0407483332077621', '0.0697419445898965', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.598414880108549', '0.467343248689232', '0.0365952882541213', '0.0813422123782147', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.619638574365047', '0.461538635927201', '0.031644542633497', '0.0690521989376181', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.641906056863668', '0.462828549874319', '0.0282536805524896', '0.0756032896783054', 'narella sp.']
['media_447315_frame_7342.jpeg', '0.653039798112978', '0.484112130001766', '0.0477130827386214', '0.0618591371352864', 'narella sp.']
